Gene_accession no.,Class,amr_gene,amr_allele,Phenotype,PMID,Mechanism of resistance,Notes,Required_gene,Reference
aph_3-_-Ia_3_EF015636,Aminoglycoside,aph(3'),aph(3')-Ia,None,17485180,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-Ia_4_AF498082,Aminoglycoside,aph(3'),aph(3')-Ia,None,unpublished,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-Ia_5_AP004237,Aminoglycoside,aph(3'),aph(3')-Ia,None,12029035,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-Ia_6_L05392,Aminoglycoside,aph(3'),aph(3')-Ia,None,1325061,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-Ia_7_X62115,Aminoglycoside,aph(3'),aph(3')-Ia,None,1662755,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-Ia_8_Y00452,Aminoglycoside,aph(3'),aph(3')-Ia,None,2823223,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-Ia_9_EU722351,Aminoglycoside,aph(3'),aph(3')-Ia,None,21235404,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-Ia_10_EU855787,Aminoglycoside,aph(3'),aph(3')-Ia,None,19075060,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-Ib_1_M20305,Aminoglycoside,aph(3'),aph(3')-Ib,None,2832861,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-Ib_2_AJ744860,Aminoglycoside,aph(3'),aph(3')-Ib,None,15848226,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-Id_1_Z48231,Aminoglycoside,aph(3'),aph(3')-Id,None,2653965,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-IIa_1_X57709,Aminoglycoside,aph(3'),aph(3')-IIa,None,1664906,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-IIa_2_V00618,Aminoglycoside,aph(3'),aph(3')-IIa,None,6295884,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-IIb_1_X90856,Aminoglycoside,aph(3'),aph(3')-IIb,None,8723476,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-IIb_2_CP006832,Aminoglycoside,aph(3'),aph(3')-IIb,None,24336371,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-IIc_1_AM743169,Aminoglycoside,aph(3'),aph(3')-IIc,None,18419807,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-III_1_M26832,Aminoglycoside,aph(3'),aph(3')-III,Amikacin,3937729,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-IIIa_1_AF330699,Aminoglycoside,aph(3'),aph(3')-IIIa,Amikacin,11600397,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-IIIa_2_AJ490186,Aminoglycoside,aph(3'),aph(3')-IIIa,Amikacin,unpublished,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-IIIa_3_AB247327,Aminoglycoside,aph(3'),aph(3')-IIIa,Amikacin,17021204,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-IV_1_X03364,Aminoglycoside,aph(3'),aph(3')-IV,None,3006668,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-Va_1_K00432,Aminoglycoside,aph(3'),aph(3')-Va,None,6310563,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-Va_2_AB211959,Aminoglycoside,aph(3'),aph(3')-Va,None,16506694,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-Vb_1_M22126,Aminoglycoside,aph(3'),aph(3')-Vb,None,2851496,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-Vb_2_AJ744850,Aminoglycoside,aph(3'),aph(3')-Vb,None,unpublished,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-Vc_1_S81599,Aminoglycoside,aph(3'),aph(3')-Vc,None,1663923,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-VI_1_KC170992,Aminoglycoside,aph(3'),aph(3')-VI,Amikacin,23612200,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-VI_2_APPJ01000012,Aminoglycoside,aph(3'),aph(3')-VI,Amikacin,21239566,Enzymatic modification,Intrinsic in Acinetobacter guillouiae,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-VIa_1_X07753,Aminoglycoside,aph(3'),aph(3')-VIa,Amikacin,2846986,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-VIb_1_AJ627643,Aminoglycoside,aph(3'),aph(3')-VIb,Amikacin,16048938,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-VIIa_1_M29953,Aminoglycoside,aph(3'),aph(3')-VIIa,Amikacin,2550983,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-VIII_1_ATGI01000028,Aminoglycoside,aph(3'),aph(3')-VIII,Amikacin,27965516,Enzymatic modification,Intrinsic in Acinetobacter rudis,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-IX_1_APPN01000061,Aminoglycoside,aph(3'),aph(3')-IX,Amikacin,27965516,Enzymatic modification,Intrinsic in Acinetobacter gerneri,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-XV_1_Y18050,Aminoglycoside,aph(3'),aph(3')-XV,Unknown,10390207,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-XV_2_GQ626879,Aminoglycoside,aph(3'),aph(3')-XV,Unknown,20368407,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3-_-XV_3_EU165039,Aminoglycoside,aph(3'),aph(3')-XV,Unknown,19049645,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3--_-Ia_1_X53527,Aminoglycoside,aph(3''),aph(3'')-Ia,Streptomycin,2167474,Enzymatic modification,"Alternative name aphE, aphD2",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3--_-Ia_2_AP009493,Aminoglycoside,aph(3''),aph(3'')-Ia,Streptomycin,18310036,Enzymatic modification,"Alternative name aphE, aphD2",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3--_-Ia_3_M37378,Aminoglycoside,aph(3''),aph(3'')-Ia,Streptomycin,2844130,Enzymatic modification,"Alternative name aphE, aphD2",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3--_-Ib_1_M28829,Aminoglycoside,aph(3''),aph(3'')-Ib,Streptomycin,2653965,Enzymatic modification,"Alternative name strA, orfH",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3--_-Ib_2_AF024602,Aminoglycoside,aph(3''),aph(3'')-Ib,Streptomycin,9687410,Enzymatic modification,"Alternative name strA, orfH",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3--_-Ib_3_AF321550,Aminoglycoside,aph(3''),aph(3'')-Ib,Streptomycin,12029529,Enzymatic modification,"Alternative name strA, orfH",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3--_-Ib_4_AF313472,Aminoglycoside,aph(3''),aph(3'')-Ib,Streptomycin,unpublished,Enzymatic modification,"Alternative name strA, orfH",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3--_-Ib_5_AF321551,Aminoglycoside,aph(3''),aph(3'')-Ib,Streptomycin,12029529,Enzymatic modification,Alternative name strA,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_3--_-Ic_1_DQ336355,Aminoglycoside,aph(3''),aph(3'')-Ic,Streptomycin,16954315,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_4_-Ia_1_V01499,Aminoglycoside,aph(4),aph(4)-Ia,None,6314265,Enzymatic modification,Alternative name hph,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_6_-Ia_1_AY971801,Aminoglycoside,aph(6),aph(6)-Ia,Streptomycin,unpublished,Enzymatic modification,"Alternative name aphD, strA",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_6_-Ia_2_Y00459,Aminoglycoside,aph(6),aph(6)-Ia,Streptomycin,unpublished,Enzymatic modification,"Alternative name aphD, strA",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_6_-Ib_1_X05648,Aminoglycoside,aph(6),aph(6)-Ib,Streptomycin,3039305,Enzymatic modification,Alternative name sph,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_6_-Ic_1_X01702,Aminoglycoside,aph(6),aph(6)-Ic,Streptomycin,3889831,Enzymatic modification,Alternative name str,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_6_-Id_1_M28829,Aminoglycoside,aph(6),aph(6)-Id,Streptomycin,2653965,Enzymatic modification,Alternative name strB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_6_-Id_2_AF024602,Aminoglycoside,aph(6),aph(6)-Id,Streptomycin,8385262,Enzymatic modification,Alternative name strB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_6_-Id_3_AB109805,Aminoglycoside,aph(6),aph(6)-Id,Streptomycin,14711528,Enzymatic modification,Alternative name strB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_6_-Id_4_CP000971,Aminoglycoside,aph(6),aph(6)-Id,Streptomycin,18708504,Enzymatic modification,Alternative name strB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_6_-Id_5_18676889,Aminoglycoside,aph(6),aph(6)-Id,Streptomycin,18676889,Enzymatic modification,Alternative name strB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
str_1_X92946,Aminoglycoside,str,str,Streptomycin,11735367,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
str_2_FN435330,Aminoglycoside,str,str,Streptomycin,20399039,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
str_3_AM932524,Aminoglycoside,str,str,Streptomycin,20558469,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_9_-Ia_1_U94857,Aminoglycoside,aph(9),aph(9)-Ia,None,9174205,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_9_-Ia_2_CR628337,Aminoglycoside,aph(9),aph(9)-Ia,None,15467720,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_9_-Ib_1_U70376,Aminoglycoside,aph(9),aph(9)-Ib,None,unpublished,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aph_7--_-Ia_1_X03615,Aminoglycoside,aph(7''),aph(7'')-Ia,None,3005976,Enzymatic modification,Alternative name hygB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
armA_1_AY220558,Aminoglycoside,armA,armA,"Amikacin, Gentamicin, Tobramycin",12878520,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
npmA_1_AB261016,Aminoglycoside,npmA,npmA,"Amikacin, Gentamicin, Tobramycin",17875999,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
rmtA_1_AB120321,Aminoglycoside,rmtA,rmtA,"Amikacin, Gentamicin, Tobramycin",14667745,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
rmtB_1_AB103506,Aminoglycoside,rmtB,rmtB,"Amikacin, Gentamicin, Tobramycin",14742200,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
rmtB2_1_JN968578,Aminoglycoside,rmtB,rmtB,Unknown,unpublished,Target protection,"Suggested phenotype: Amikacin, Gentamicin, Tobramycin",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
rmtC_1_AB194779,Aminoglycoside,rmtC,rmtC,"Amikacin, Gentamicin, Tobramycin",16377684,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
rmtD_1_DQ914960,Aminoglycoside,rmtD,rmtD,"Amikacin, Gentamicin, Tobramycin",17158944,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
rmtD2_1_HQ401565,Aminoglycoside,rmtD,rmtD,"Amikacin, Gentamicin, Tobramycin",21078935,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
rmtE_1_GU201947,Aminoglycoside,rmtE,rmtE,"Amikacin, Gentamicin, Tobramycin",20368404,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
rmtF_1_JQ808129,Aminoglycoside,rmtF,rmtF,"Amikacin, Gentamicin, Tobramycin",22547620,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
rmtG_1_JX486113,Aminoglycoside,rmtG,rmtG,"Amikacin, Gentamicin, Tobramycin",23459483,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
rmtH_1_KC544262,Aminoglycoside,rmtH,rmtH,"Amikacin, Gentamicin, Tobramycin",23478957,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
kgmB_1_S60108,Aminoglycoside,kgmB,kgmB,"Amikacin, Gentamicin, Tobramycin",1921972,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
sgm_1_M87057,Aminoglycoside,sgm,sgm,"Amikacin, Gentamicin, Tobramycin",1447159,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
grmA_1_M55520,Aminoglycoside,grmA,grmA,"Amikacin, Gentamicin, Tobramycin",2013410,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
grmB_1_M55521,Aminoglycoside,grmB,grmB,"Amikacin, Gentamicin, Tobramycin",2013410,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
grmO_1_AY524043,Aminoglycoside,grmO,grmO,"Amikacin, Gentamicin, Tobramycin",unpublished,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
fmrO_1_Q08325,Aminoglycoside,fmrO,fmrO,"Amikacin, Gentamicin, Tobramycin",8486289,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
kmr_1_ENA_ACB88605,Aminoglycoside,kmr,kmr,"Amikacin, Gentamicin, Tobramycin",25733511,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
kamB_1_AJ629123,Aminoglycoside,kamB,kamB,"Amikacin, Gentamicin, Tobramycin",20667473,Target protection,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aac_2-_-Ia_1_L06156,Aminoglycoside,aac(2'),aac(2')-Ia,"Gentamicin, Tobramycin",8407825,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aac_2-_-Ib_1_U41471,Aminoglycoside,aac(2'),aac(2')-Ib,"Gentamicin, Tobramycin",8891143,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
aac_2-_-Ic_1_U72714,Aminoglycoside,aac(2'),aac(2')-Ic,"Gentamicin, Tobramycin",unpublished,Enzymatic modification,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992599/pdf/nihms-231782.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
